Intent,User_message,Entity,Bot_Response
Delete_Account,Que se passe-t-il si je supprime mon compte ?,,"Si tu choisis de supprimer ton compte, toutes tes données seront supprimées de manière définitive 🗑️. Une fois le compte supprimé, tu ne pourras pas récupérer tes informations, alors réfléchis bien avant de procéder 🔒."
Delete_Account,Comment puis-je supprimer mon compte ?,,"Pour supprimer ton compte, il te suffit de te rendre dans les paramètres de ton profil, puis de cliquer sur ""Supprimer le compte"". Après cela, toutes tes données seront effacées définitivement ❌."
Delete_Account,Est-ce que je peux récupérer mes données après avoir supprimé mon compte ?,,"Non, une fois que ton compte est supprimé, toutes tes données sont effacées de manière irréversible 🛑. Assure-toi d’avoir bien sauvegardé tout ce que tu souhaites conserver avant de supprimer ton compte 🔒."
Delete_Account,Pourquoi supprimer mon compte supprime-t-il toutes mes données ?,,"Lorsque tu supprimes ton compte, pour ta sécurité et ta vie privée, toutes tes données sont effacées définitivement 🗑️. Cela garantit que tes informations personnelles ne sont plus stockées ou accessibles après la suppression 💻."
Delete_Account,Y a-t-il une confirmation avant de supprimer mon compte ?,,"Oui, après avoir cliqué sur ""Supprimer le compte"", tu recevras une demande de confirmation pour t'assurer que c’est bien ce que tu veux faire 🛑. Si tu es sûr(e), ta demande sera traitée et ton compte sera définitivement supprimé 🚮."
,,,
coach-interaction,Comment trouver un coach nutritionnel ?,,"🔍 Pour trouver un coach, accédez à la section ""Coachs"" et explorez les profils disponibles. Vous pouvez filtrer par spécialité, expérience ou lieu d’exercice."
coach-interaction,Où puis-je voir la liste des experts disponibles ?,,"📋 La liste des experts est disponible dans la section ""Explorer les coachs"". Vous y verrez leurs profils, spécialités et expériences."
coach-interaction,Comment envoyer une demande à un coach ?,,"📤 Pour envoyer une demande, cliquez sur le profil du coach de votre choix et sélectionnez ""Envoyer une demande de connexion""."
coach-interaction,Puis-je voir les spécialités des coachs ?,,"🧠 Oui, chaque coach présente ses spécialités, son expérience et sa bio directement dans son profil."
coach-interaction,Comment savoir si un coach a accepté ma demande ?,,"✅ Consultez la section ""Mes demandes"". Vous y verrez si votre demande est en attente, acceptée ou refusée."
coach-interaction,"J’ai envoyé une demande, comment suivre son statut ?",,"📊 Vous pouvez suivre le statut de vos demandes dans l’onglet ""Demandes envoyées"" de votre tableau de bord."
coach-interaction,Comment choisir un coach actif ?,,"🎯 Une fois que plusieurs coachs ont accepté vos demandes, vous pouvez sélectionner votre coach actif dans la liste."
coach-interaction,"Je veux parler à mon coach, comment faire ?",,"💬 Si votre demande a été acceptée, rendez-vous dans la messagerie intégrée pour échanger directement avec votre coach."
coach-interaction,Où se trouve la messagerie avec mon coach ?,,"📱 La messagerie est accessible depuis l’espace ""Coaching actif"". Vous y verrez tous vos échanges avec votre coach."
coach-interaction,Puis-je changer de coach ?,,"🔄 Oui, vous pouvez changer de coach en sélectionnant un autre coach parmi ceux ayant accepté votre demande."
coach-interaction,Comment mettre fin à une relation avec un coach ?,,"❌ Vous pouvez mettre fin à la relation via le profil de votre coach actif en cliquant sur ""Mettre fin à la relation""."
coach-interaction,Comment bloquer un coach ?,,"🚫 Depuis le profil de votre coach actif, vous avez l’option ""Bloquer le coach"" si nécessaire."
coach-interaction,Est-ce que je peux envoyer un message à mon coach ?,,"📩 Oui ! Une fois connecté, utilisez la messagerie intégrée pour poser des questions ou demander un suivi."
coach-interaction,Puis-je demander un plan personnalisé à mon coach ?,,📝 Bien sûr ! Il vous suffit de contacter votre coach dans la messagerie et de demander un plan nutritionnel personnalisé.
coach-interaction,Où sont mes demandes de connexion envoyées ?,,"📬 Rendez-vous dans l’onglet ""Mes demandes"" pour consulter toutes les demandes envoyées."
coach-interaction,Puis-je voir les demandes acceptées par les coachs ?,,"🟢 Oui, dans la même section, vous verrez les demandes acceptées avec possibilité de choisir un coach actif."
coach-interaction,Comment noter mon coach après une période de suivi ?,,⭐ Vous pouvez noter votre coach dans son profil une fois la relation terminée ou après une période d'accompagnement.
coach-interaction,Je peux voir la bio et l’expérience d’un coach avant de me connecter ?,,"📖 Bien sûr ! Avant d’envoyer une demande, consultez la bio, spécialité, expérience et lieu d'exercice sur son profil."
coach-interaction,Quels types de coachs sont disponibles sur la plateforme ?,,"🧑‍🏫 Sur BiteWise, vous pouvez vous connecter avec deux types d'experts : les coachs sportifs pour le suivi physique 🏋️‍♂️ et les nutritionnistes pour l’accompagnement alimentaire 🥗. Choisissez celui qui correspond le mieux à vos objectifs santé !"
,,,
advices,Combien d’eau je devrais boire par jour ?,,"En général, vise 1.5 à 2 litres par jour 💧, mais ça dépend aussi de ton activité et de la température 🌞. Bois un peu tout au long de la journée, pas tout d’un coup 😉"
advices,Tu as un conseil pour bien m’hydrater ?,,"Garde une bouteille d’eau toujours près de toi 🧴, ajoute des rondelles de citron 🍋 ou de concombre 🥒 pour donner du goût, et pense à boire même si tu n’as pas soif."
advices,Comment je peux boire plus d’eau dans la journée ?,,"Mets une alarme toutes les 2 heures ⏰, utilise une appli pour suivre ta consommation 📱, ou bois un verre à chaque repas et collation 🍽️."
advices,Comment bien gérer mes calories ?,,"Privilégie les aliments riches en nutriments 🥗, évite les boissons sucrées 🥤, et surveille tes portions 🍛. Un carnet alimentaire ou une appli peut aussi t’aider à suivre ça 📊."
advices,Tu as une astuce pour ne pas trop manger ?,,"Mange lentement 🍴, pose ta fourchette entre les bouchées 🧠, et écoute tes signaux de satiété 😌. Ton corps sait quand il en a assez."
advices,Est-ce que je dois compter mes calories ?,,"Pas forcément 🤓 ! L’important c’est d’avoir une alimentation équilibrée 🌈. Mais si tu veux atteindre un objectif précis, suivre tes apports peut être utile 📋."
advices,Marcher c’est utile pour la santé ?,,"Oui ! Marcher 30 minutes par jour améliore la digestion, réduit le stress et booste ton énergie ⚡. C’est simple et super efficace 💯."
advices,Tu conseilles combien de pas par jour ?,,"L’idéal est de viser 8000 à 10 000 pas par jour 🚶‍♀️📱. Mais même 15 minutes de marche après chaque repas, c’est déjà top pour ta santé 💪."
advices,Comment je peux bouger plus dans ma journée ?,,"Prends les escaliers 🏃‍♂️, fais une pause active toutes les heures ⏳, ou marche en téléphonant 📞. Chaque petit mouvement compte !"
advices,Tu as un conseil bien-être pour aujourd’hui ?,,"Bien sûr 🌿 ! Prends quelques minutes pour respirer profondément 🧘, éloigne-toi des écrans 👀, et profite d’un moment juste pour toi ☕📖."
advices,Que faire pour améliorer ma santé chaque jour ?,,"De petits gestes font toute la différence : bien dormir 😴, boire de l’eau 💧, bouger un peu 🚶, manger équilibré 🥗 et surtout… prendre soin de ton mental 🧠❤️."
advices,Comment avoir plus d’énergie dans la journée ?,,"Dors suffisamment 🛌, commence ta journée par un bon petit-déj 🥣, hydrate-toi 💦 et fais au moins 10 minutes d’activité physique 🏃‍♀️"
advices,Des astuces pour réduire le stress ?,,"Respire profondément 3 fois 🧘‍♂️, écoute de la musique douce 🎵, fais une courte promenade 🚶‍♂️ ou écris ce que tu ressens 📝. Chaque geste compte."
advices,Donne-moi un conseil du jour !,,"Aujourd’hui, essaye de manger en pleine conscience 🍽️🧘. Prends 10 minutes sans écran ni distraction pour savourer ton repas. Tu peux noter tes sensations dans BiteWise juste après, c’est super utile pour comprendre ton corps 😊."
advices,Un tip bien-être pour aujourd’hui ?,,Marche 10 minutes après ton déjeuner 🚶‍♂️💨. C’est bon pour la digestion et ça aide à réguler ta glycémie. Tu peux même l’ajouter dans ton suivi BiteWise pour garder une trace de tes bonnes habitudes 📲.
advices,Tu as un conseil pour bien commencer la journée ?,,"Commence ta journée par un grand verre d’eau 💧, un petit-déj riche en fibres 🥣 et quelques étirements 🧘‍♀️. N’oublie pas de scanner ton repas sur BiteWise pour bien démarrer côté nutrition ! 📸"
advices,Dis-moi un conseil santé pour aujourd’hui,,"Essaie de remplir ton assiette avec au moins 3 couleurs différentes 🌈 (ex : brocoli 🥦, carotte 🥕, tomate 🍅). C’est un bon réflexe pour t’assurer d’avoir un repas équilibré. BiteWise t’aidera à repérer les bons apports 👌."
advices,Une astuce nutrition aujourd’hui ?,,"Privilégie des snacks sains entre les repas 🍏🥜. Une pomme, quelques amandes ou un yaourt nature sont parfaits pour maintenir ton énergie. Tu peux les ajouter facilement dans BiteWise depuis ton tableau nutrition 📱."
advices,Je veux un conseil motivant pour aujourd’hui,,"Tu avances, même doucement, et c’est déjà génial 💪 ! Pense à enregistrer tes progrès dans BiteWise : chaque repas équilibré, chaque verre d’eau, chaque mouvement compte 🎯. Garde le cap !"
advices,Une routine bien-être rapide pour aujourd’hui ?,,"Planifie tes repas sur BiteWise ce matin 📅, bois 1 verre d’eau à chaque pause 💧, et accorde-toi 10 minutes de calme sans téléphone ce soir 📵🌙. Simple, mais puissant 💫."
,,,
,,,
get_nutrition_info,Infos nutritionnelles pour une pomme,pomme,"Une pomme moyenne (~182g) contient environ 95 kcal, 0.5g de protéines, 0.3g de lipides, 25g de glucides (dont 19g de sucre et 4.4g de fibres)."
get_nutrition_info,Valeurs nutritionnelles de 100g de poulet grillé,100g de poulet grillé,"Pour 100g de poulet grillé : ~165 kcal, 31g de protéines, 3.6g de lipides, 0g de glucides."
get_nutrition_info,Donne-moi le détail nutritionnel du riz blanc cuit,riz blanc cuit,"Une tasse de riz blanc cuit (~158g) : ~205 kcal, 4.3g de protéines, 0.4g de lipides, 45g de glucides (dont 0.6g de fibres)."
get_nutrition_info,Tableau nutritionnel avocat,avocat,"Un demi-avocat (~100g) : ~160 kcal, 2g de protéines, 15g de lipides (surtout insaturés), 9g de glucides (dont 7g de fibres)."
get_nutrition_info,Quelles sont les macros pour les amandes ?,amandes,"Pour 28g d'amandes : ~164 kcal, 6g de protéines (P), 14g de lipides (L), 6g de glucides (G)."
get_nutrition_info,Peux-tu me donner les calories et les protéines d'une tranche de pain complet ?,tranche de pain complet,Peux-tu me donner les calories et les protéines d'une tranche de pain complet ?
get_nutrition_info,"Je veux les glucides, lipides et fibres pour le brocoli vapeur",brocoli vapeur,"Pour 100g de brocoli vapeur : ~55 kcal, 3.7g de protéines, 0.6g de lipides, 11g de glucides (dont 5g de fibres)."
get_nutrition_info,"Calories, sucre et gras dans une banane ?",banane,Une------
get_nutrition_info,Détails pour 100g de saumon cuit,100g de saumon cuit,"100g de saumon cuit : ~208 kcal, 20g prot, 13g lip (riche en Oméga-3), 0g gluc."
get_nutrition_info,Donne-moi le tableau nutritionnel de 100g de poulet grillé,100g de poulet grillé,"Pour 100g de poulet grillé : ~165 kcal, 31g prot, 3.6g lip, 0g gluc."
get_nutrition_info,Quelles sont les valeurs nutritionnelles du riz blanc cuit ?,riz blanc cuit,"Pour une tasse (158g) de riz blanc cuit : ~205 kcal, 4.3g prot, 0.4g lip, 45g gluc (dont 0.6g fibres)."
get_nutrition_info,"Qu'y a-t-il dans deux œufs durs, nutritionnellement parlant ?",deux œufs durs,"Deux banane moyenne (~118g) contient environ 105 kcal, 14g de sucre et moins de 0.5g de gras (lipides)."
get_nutrition_info,Dis-moi tout sur le saumon grillé nutritionnellement.,saumon grillé,"100g de saumon grillé : ~208 kcal, 22g de protéines, 13g de lipides (riche en oméga-3), 0g de glucides."
get_nutrition_info,"Lait demi-écrémé, détails nutrition ?",Lait demi-écrémé,"Pour 100ml de lait demi-écrémé : ~47 kcal, 3.4g de protéines, 1.6g de lipides, 4.8g de glucides (lactose)."
get_nutrition_info,Quelle est la composition nutritionnelle du yaourt grec nature ?,yaourt grec nature,"Pour 100g de yaourt grec nature 0% : ~59 kcal, 10g de protéines, 0.4g de lipides, 3.6g de glucides."
get_nutrition_info,Glucides et fibres dans les lentilles vertes cuites,lentilles vertes cuites,"100g de lentilles vertes cuites : ~116 kcal, 9info`"
get_nutrition_info,Apport nutritionnel complet pour 50g de flocons d'avoine,50g de flocons d'avoine,"50g de flocons d'avoine crus : ~190 kcal, 8.5g de protéines, 3.5g de lipides, 33g de glucides (dont 5g de fibres)."
get_nutrition_info,"Détail calories, protéines, lipides pour 100g de tofu ferme",100g de tofu ferme,"Pour 100g de tofu ferme : environ 145 kcal, 16g deg prot, 0.4g lip, 20g gluc (dont 8g fibres)."
get_nutrition_info,Infos nutritionnelles salade niçoise,salade niçoise,"Très variable ! Dépend des ingrédients (thon, œufs, olives, anchois...) et de la vinaigrette. Peut aller de 300 à 600+ kcal. Difficile sans recette précise."
get_nutrition_info,Lipides et calories pour un croissant au beurre,croissant au beurre,"Un croissant moyen (57g) : ~230 kcal, 5g prot, 12g lip, 26g gluc."
get_nutrition_info,Valeurs nutritionnelles 30g de chocolat au lait,30g de chocolat au lait,"Pour 30g de chocolat au lait : ~160 kcal, 2.3g prot, 9g lip (souvent saturés), 17g gluc (dont ~15g sucre)."
get_nutrition_info,Détails pour 250ml de soupe de tomate en brique,250ml de soupe de tomate en brique,"Pour 250ml (un bol) de soupe tomate en brique : ~150-200 kcal, ~3-5g prot, ~5-8g lip, ~18-25g gluc (dont ~10-15g sucre, ~3-5g fibres). Varie selon marque/recette."
get_nutrition_info,Composition d'une tranche de jambon blanc,tranche de jambon blanc,"Une tranche de jambon blanc (~30g) : ~30-40 kcal, ~5-6g prot, ~1-2g lip, <1g gluc. Teneur en sel à surveiller."
get_nutrition_info,Données pour 100ml de crème fraîche épaisse (30% MG),100ml de crème fraîche épaisse (30% MG),"Pour 100ml de crème fraîche 30% MG : ~292 kcal, 2.3g prot, 30g lip (majorité saturés), 3.1g gluc."
get_nutrition_info,Tout sur le beurre de cacahuète (1 cuillère),beurre de cacahuète (1 cuillère),"Une cuillère à soupe de beurre de cacahuète (~16g) : ~95 kcal, 4g prot, 8g lip, 3.5g gluc (dont 1g fibres, 1.5g sucre). Choisir versions sans sucre/huile ajoutés."
get_nutrition_info,Infos pour un matcha latte (fait avec lait d'amande),matcha latte (fait avec lait d'amande),"Pour un matcha latte moyen (~350ml) au lait d'amande non sucré : ~50-80 kcal, 1-2g prot, 3-5g lip, 5-10g gluc (varie si sucré). Contient des antioxydants du matcha."
get_nutrition_info,Valeurs pour une salade verte simple avec vinaigrette légère,salade verte simple avec vinaigrette légère,
get_nutrition_info,Quelles sont les stats nutritionnelles d'une barre protéinée type Quest ?,barre protéinée type Quest,"Une barre Quest typique : ~180-210 kcal, ~20g prot, ~7-9g lip, ~20-25g gluc (dont ~15g fibres, ~1g sucre net, édulcorants)."
get_nutrition_info,Valeurs pour une part de gâteau au chocolat maison,part de gâteau au chocolat maison,"Extrêmement variable ! Une part peut aller de 300 à 600+ kcal. Dépend de la recette (beurre, sucre, chocolat, glaçage...). Difficile de donner des valeurs sans plus de détails."
get_nutrition_info,Tout sur la dinde hachée (100g cuite),dinde hachée (100g cuite)	,"100g de dinde hachée cuite (~7% MG crue) : ~170 kcal, ~28g prot, ~6g lip, 0g gluc. Alternative plus maigre au bœuf haché."
get_nutrition_info,Analyse pour le sirop d'érable (1 cuillère à soupe),sirop d'érable (1 cuillère à soupe),"Une cuillère à soupe (~20g) de sirop d'érable : ~52 kcal, 0g prot/lip, 13.5g gluc (dont 12g sucre). Contient quelques minéraux (manganèse, zinc)."
get_nutrition_info,Détails nutritionnels Ojja Merguez,Ojja Merguez,"Riche et savoureux ! Une portion d'Ojja Merguez peut varier de 400 à 700 kcal. Dépend de la quantité d'huile, d'œufs et de merguez (qui sont grasses). Apporte protéines et lipides"
get_nutrition_info,Composition du Lablabi,Lablabi,"Plat roboratif à base de pois chiches. Un bol peut aller de 400 à 600 kcal. Apporte protéines végétales, fibres, glucides (pois chiches, pain). La quantité d'huile, harissa et thon/œuf influence beaucoup."
get_nutrition_info,Infos nutritionnelles Chorba Frik,Chorba Frik,"Soupe à base de blé vert concassé (frik), souvent avec viande (agneau/poulet), légumes, tomate. Un bol : ~200-400 kcal. Apporte glucides complexes, fibres, protéines. Dépend du gras de la viande."
get_nutrition_info,Macros pour le Kefteji,Kefteji,"Plat populaire à base de légumes frits (pdt, poivron, tomate, courgette), œuf frit, souvent servi avec merguez/foie. Très riche en lipides (friture). ~500-800+ kcal par assiette."
